File Name,Collection Name#1,Work ID#1,Work Refid#1,Work Refid#2,Work Type#1,Work Type Vocab#1,Work Type Refid#1,Work Type#2,Work Type Vocab#2,Work Type Refid#2,Work Title#1,Work Title Type#1,Work Title Source#1,Work Agent Name#1,Work Agent Name Type#1,Work Agent Role#1,Work Agent Role Vocab#1,Work Agent Role Refid#1,Work Agent Name#2,Work Agent Name Type#2,Work Agent Role#2,Work Agent Role Vocab#2,Work Agent Role Refid#2,Work Date#1,Earliest Date#1,Latest Date#1,Work Date Type#1,Creation Date#1,Discovery Date#1,Work Date#2,Earliest Date#2,Latest Date#2,Work Date Type#2,Creation Date#2,Discovery Date#2,Subject Term#1,Subject Type#1,Subject Vocab#1,Subject Refid#1,Location Name#1,Location Type#1,Location Refid#1,Location Refid Type#1,Repository Location Name#1,Material#1,Material Type#1,Material Vocab#1,Material Refid#1,Material#2,Material Type#2,Material Vocab#2,Material Refid#2,Material#3,Material Type#3,Material Vocab#3,Material Refid#3,Technique#1,Technique Vocab#1,Technique Refid#1,Style Period#1,Cultural Context#1,Cultural Context Vocab#1,Cultural Context Refid#1,Work Description#1,Relation#1,Relation Type#1,Relation Relids#1,Relation href#1,Image Rights,Image Source Name#1,Image Agent Name#1,Image Agent Name Type#1,Image Agent Role#1,Image Work Type#1,Earliest Era Or Lowest Erathem#1,Latest Era Or Highest Erathem#1,Earliest Period Or Lowest System#1,Latest Period Or Highest System#1,Earliest Epoch Or Lowest Series#1,Latest Epoch Or Highest Series#1,Earliest Age Or Lowest Stage#1,Latest Age Or Highest Stage#1,Lithostratigraphic Terms#1,Lithostratigraphic Terms#2,Age#2,Lithostratigraphic Terms#3,Age#3,Scientific Name#1,Accepted Usage Name#1,Higher Classification#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
musm_natHist_a_22061,The 3D Natural History Digital Collection,22061,655,,figures (representations),aat,300189808,,,,figure,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Blanco, NM, Pompa Canyon",discovery,,,University of Colorado Boulder Museum of Natural History,clay,medium,aat,300010439,,,,,,,,,,,,,Ancestral Puebloan,aat,300016954,Clay animal figure. Roughly-made quadruped (cow or bear?) animal.,3D print file of figure,relatedTo,musm_natHist_a_22061.stl,<a href='http://ucblibraries.colorado.edu/systems/digitalinitiatives/print/musm_natHist_a_22061.stl'>Download 3D print file</a>,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1095012,,musm_natHist_a_22061.jpg|musm_natHist_a_22061.jpg
musm_natHist_a_4256,The 3D Natural History Digital Collection,4256,30/269,,knives,aat,300024668,,,,knife,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,1930,,,discovery,,1930,,,,,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"NM, Mimbres Valley, McSherry Ruin",discovery,LA15050,other (site number),University of Colorado Boulder Museum of Natural History,,,,,,,,,,,,,,,,Pueblo III 1150-1300 CE,Ancestral Puebloan,aat,300016954,Hafted knife (tcamahia).,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094618,,musm_natHist_a_04256.jpg|musm_natHist_a_04256.jpg
musm_natHist_a_8507,The 3D Natural History Digital Collection,8507,40-2961,,game pieces (game elements),aat,300211102,,,,"piece, game",descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,4/23/1905,,,discovery,,,,,,,,4/23/1905,Anthropology,descriptiveTopic,lcsh,sh 85005581,"La Plata County, CO, Falls Creek, Talus Slope Village",discovery,05LP4223,other (site number),University of Colorado Boulder Museum of Natural History,bone (material),medium,aat,300011798,,,,,,,,,,,,Basketmaker II 1-500 CE,Ancestral Puebloan,aat,300016954,Gaming piece made of worked animal bone.,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094908,,musm_natHist_a_08507.jpg|musm_natHist_a_08507.jpg
musm_natHist_a_3026,The 3D Natural History Digital Collection,3026,M197,,sandals,aat,300046077,,,,sandal,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,1925,,,discovery,,1925,,,,,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Montezuma County, CO, McElmo Canyon",discovery,,,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,,,weaving,aat,300053642,,Ancestral Puebloan,aat,300016954,Pair of woven sandals with insoles and straps.,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094577,,
musm_natHist_a_813,The 3D Natural History Digital Collection,813,,,,,,,,,slab,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,1917,,,discovery,,1917,,,,,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Montezuma County, CO, Eagle Nest House",discovery,05MT2154,other (locality number),University of Colorado Boulder Museum of Natural History,sandstone,medium,aat,300011376,,,,,,,,,,,,Pueblo III 1150-1300 CE,Ancestral Puebloan,aat,300016954,"Sandstone slab, possible sandal-last.",,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094564,,musm_natHist_a_0813.jpg
musm_natHist_a_22038,The 3D Natural History Digital Collection,22038,450,,canteens (vessels),aat,300221011,,,,canteen,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Blanco, NM, Pompa Canyon",discovery,,,University of Colorado Boulder Museum of Natural History,gourd,medium,aat,300011870,string (fiber product),medium,aat,300014249,net (textile),medium,aat,300249438,netting (process),aat,300053637,,Ancestral Puebloan,aat,300016954,"Gourd canteen with string netting. Light tan gourd. End portion of stem has been cut off to form the opening. Painted with brown zig-zag lines which decorate the gourd vertically. A thick string netting encompasses the bulbous portion of the gourd. Handle is formed by the string. At the top of the netting, there are four tied bundles of 2 short twigs each.",3D print file of canteen,relatedTo,musm_natHist_a_22038.stl,<a href='http://ucblibraries.colorado.edu/systems/digitalinitiatives/print/musm_natHist_a_22038.stl'>Download 3D print file</a>,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094997,,
musm_natHist_a_10295,The 3D Natural History Digital Collection,10295,,,scrapers (finishing tools),aat,300024836,,,,scraper,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,,,,,University of Colorado Boulder Museum of Natural History,bone (material),medium,aat,300011798,,,,,,,,,,,,,Ancestral Puebloan,aat,300016954,Three bone scrapers made of deer humeri.,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094957,,musm_natHist_a_10295.jpg
musm_natHist_a_TIN0576,The 3D Natural History Digital Collection,TIN-0576,,,,,,,,,"rest, pot",descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,,,,,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,,,,,,,Ancestral Puebloan,aat,300016954,"Circular pot rest made of plant matter, mostly twigs. It is held together by a fiber string wrapped around the twigs.",,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1095050,,
musm_natHist_a_TIN0577,The 3D Natural History Digital Collection,TIN-0577,#65 Morris,#82,sandals,aat,300046077,,,,sandal,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,,,,,University of Colorado Boulder Museum of Natural History,plant fiber,medium,aat,300014031,,,,,,,,,weaving,aat,300053642,,Ancestral Puebloan,aat,300016954,"Sandal woven from yucca fiber, with straps, worn through at the heel.",,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1095059,,
musm_natHist_a_10201,The 3D Natural History Digital Collection,10201,,,projectile points,aat,300024860,,,,"point, projectile",descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"La Plata County, CO, Falls Creek, Talus Slope Village",discovery,05LP4223,other (site number),University of Colorado Boulder Museum of Natural History,,,,,,,,,,,,,,,,,Ancestral Puebloan,aat,300016954,One lot of projectile points.,"3D print file of point, projectile",relatedTo,musm_natHist_a_10201s.stl,<a href='http://ucblibraries.colorado.edu/systems/digitalinitiatives/print/musm_natHist_a_10201s.stl'>Download 3D print file</a>,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094923,,
musm_natHist_a_8470,The 3D Natural History Digital Collection,8470,40-2371,,game pieces (game elements),aat,300211101,,,,"piece, game",descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,4/23/1905,,,discovery,,,,,,,,4/23/1905,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Silver City, NM",discovery,,,University of Colorado Boulder Museum of Natural History,bone (material),medium,aat,300011798,,,,,,,,,,,,Basketmaker II 1-500 CE,Ancestral Puebloan,aat,300016954,Gaming piece made of worked animal bone.,"3D print file of piece, game",relatedTo,musm_natHist_a_08470.stl,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094893,,musm_natHist_a_08470.jpg|musm_natHist_a_08470.jpg
musm_natHist_a_22066,The 3D Natural History Digital Collection,22066,855,,axes (tools),aat,300024664,,,,ax,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Taos, NM, found with 24 other figures in a bol in a Pueblo ruin north of Taos",discovery,,,University of Colorado Boulder Museum of Natural History,stone (worked rock),medium,aat,300011176,,,,,,,,,grooving,,300230271,,Ancestral Puebloan,aat,300016954,Black stone ax head with groove for hafting to handle.,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1095024,,musm_natHist_a_22066.jpg|musm_natHist_a_22066.jpg
musm_natHist_a_214,The 3D Natural History Digital Collection,214,,,torches (lighting devices),aat,300037652,,,,torch,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,1914,,,discovery,,1914,,,,,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,,,,,University of Colorado Boulder Museum of Natural History,cedar (wood),medium,aat,300012514,bark (plant material),medium,aat,300011860,,,,,,,,Pueblo II 900-1150 CE,Ancestral Puebloan,aat,300016954,Cedar bark torch.,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094550,,
musm_natHist_a_TIN0575,The 3D Natural History Digital Collection,TIN-0575,,,sandals,aat,300046077,,,,sandal,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Coyote, NM",,,,University of Colorado Boulder Museum of Natural History,plant fiber,medium,aat,300014031,,,,,,,,,weaving,aat,300053642,,Ancestral Puebloan,aat,300016954,"Pair of sandals with no straps. Wear is evident on the soles, but there are no wear holes. The sandals are made of woven yucca fiber.",,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1095037,,musm_natHist_a_tin_0575l.jpg|musm_natHist_a_tin_0575l.jpg
musm_natHist_a_22062,The 3D Natural History Digital Collection,22062,654,,figures (representations),aat,300189808,,,,figure,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Blanco, NM, Pompa Canyon",discovery,,,University of Colorado Boulder Museum of Natural History,clay,medium,aat,300010439,,,,,,,,,,,,,Ancestral Puebloan,aat,300016954,Clay animal figure. Quadruped with punctate eyes. One side is irregular and bumpy.,3D print file of figure,relatedTo,musm_natHist_a_22062.stl,<a href='http://ucblibraries.colorado.edu/systems/digitalinitiatives/print/musm_natHist_a_22062.stl'>Download 3D print file</a>,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1095097,,musm_natHist_a_22062.jpg|musm_natHist_a_22062.jpg
musm_natHist_a_22037,The 3D Natural History Digital Collection,22037,449,,canteens (vessels),aat,300221010,,,,canteen,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,,,,,,,,,,,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Moffat County, CO, Castle Park, Yampa Canyon, Mantle's Cave",discovery,05MF0001,other (site number),University of Colorado Boulder Museum of Natural History,gourd,medium,aat,300011870,string (fiber product),medium,aat,300014249,net (textile),medium,aat,300249438,netting (process),aat,300053637,,Ancestral Puebloan,aat,300016954,"Gourd canteen with string netting around it. The tip of the stem has been cut forming the opening. The bulbous portion of the gourd is held with a wide netted frame of twisted string. At the top of the netting are four little tied bundles, each with two small pieces of wood.",,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094982,,
musm_natHist_a_6000,The 3D Natural History Digital Collection,6000,A313d,,baskets (containers),aat,300194498,,,,basket fragment,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,0600/1300,600,1300,creation,600-1300 CE,2/1/1940,2/1/1940,,,discovery,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Moffat County, CO, Castle Park, Yampa Canyon, Mantle's Cave",discovery,05MF0001,other (site number),University of Colorado Boulder Museum of Natural History,,,,,,,,,,,,,basketmaking,aat,300053590,,Fremont,aat,300016927,Coiled basket fragment. This object is possibly a basket lid that may go with UCM 5999.,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094755,,musm_natHist_a_0600.jpg|musm_natHist_a_0600.jpg
musm_natHist_a_6225,The 3D Natural History Digital Collection,6225,A274a,A274b,corncob,aat,300248326,,,,corn,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,0600/1300,600,1300,creation,600-1300 CE,2/17/1940,2/17/1940,,,discovery,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Moffat County, CO, Castle Park, Yampa Canyon, Mantle's Cave",discovery,05MF0001,other (site number),University of Colorado Boulder Museum of Natural History,corn (seed),medium,aat,300011903,,,,,,,,,,,,,Fremont,aat,300016927,Two ears of corn that are attached by a stick running through the center.,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094849,,
musm_natHist_a_5754,The 3D Natural History Digital Collection,5754,A302,,tools,aat,300024841,,,,bone tool,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,0600/1300,600,1300,creation,600-1300 CE,2/26/1940,2/26/1940,,,discovery,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Moffat County, CO, Castle Park, Yampa Canyon, Mantle's Cave",discovery,05MF0001,other (site number),University of Colorado Boulder Museum of Natural History,bone (material),medium,aat,300011798,,,,,,,,,,,,,Fremont,aat,300016927,Notched scapula tool. Scapula appears to be diseased.,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094660,,musm_natHist_p_05754.jpg|musm_natHist_p_05754.jpg
musm_natHist_a_6109,The 3D Natural History Digital Collection,6109,A428,,pendants (jewelry),aat,300046002,beadwork (visual works),aat,300053647,pendant,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,0600/1300,600,1300,creation,600-1300 CE,4/2/1940,4/2/1940,,,discovery,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Moffat County, CO, Castle Park, Yampa Canyon, Mantle's Cave",discovery,05MF0001,other (site number),University of Colorado Boulder Museum of Natural History,beads (pierced objects),medium,aat,300234006,twine,medium,aat,300014251,,,,,beading (process),aat,300235440,,Fremont,aat,300016927,"Pendant is butterfly shaped with beading. There are two strands of beading on the pendant and the beading is only on one side. The beading is threaded by thin twine, which is tied on the opposite side of the beading.",,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094785,,musm_natHist_a_06109.jpg|musm_natHist_a_06109.jpg
musm_natHist_a_5034,The 3D Natural History Digital Collection,5034,A1076,,scrapers (finishing tools),aat,300024836,,,,polisher,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,0600/1300,600,1300,creation,600-1300 CE,1939-08/1939-09,1939-08/1939-09,,,discovery,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Moffat County, CO, Castle Park, Yampa Canyon, Mantle's Cave",discovery,05MF0001,other (site number),University of Colorado Boulder Museum of Natural History,,,,,,,,,,,,,,,,,Fremont,aat,300016927,Two arrow shaft polishers.,3D print file of polisher,relatedTo,musm_natHist_a_5034.stl,<a href='http://ucblibraries.colorado.edu/systems/digitalinitiatives/print/musm_natHist_a_5034.stl'>Download 3D print file</a>,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094646,,musm_natHist_a_5034.jpg|musm_natHist_a_5034.jpg
musm_natHist_a_5033,The 3D Natural History Digital Collection,5033,A642,,manos (food mills),aat,300209569,,,,mano,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,0600/1300,600,1300,creation,600-1300 CE,5/11/1940,5/11/1940,,,discovery,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"San Juan County, NM, W side of La Plata 2 mi S of Colorado border",discovery,,,University of Colorado Boulder Museum of Natural History,sandstone,medium,aat,300011376,,,,,,,,,,,,,Fremont,aat,300016927,Dark sandstone mano.,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094631,,musm_natHist_a_05033.jpg|musm_natHist_a_05033.jpg
musm_natHist_a_06173b,The 3D Natural History Digital Collection,06173b,A419,,fishhooks,aat,300024418,,,,fishhook,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,0600/1300,600,1300,creation,600-1300 CE,3/21/1940,3/21/1940,,,discovery,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Moffat County, CO, Castle Park, Yampa Canyon, Mantle's Cave",discovery,05MF0001,other (site number),University of Colorado Boulder Museum of Natural History,corn (seed),medium,aat,300011903,,,,,,,,,,,,,Fremont,aat,300016927,Two fish hooks and one kernel of corn found inside woven bag (UCM 06173a).,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094820,,
musm_natHist_a_6169,The 3D Natural History Digital Collection,6169,A533,,horn (animal material),aat,300011826,wrenches,aat,300024714,horn,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,0600/1300,600,1300,creation,600-1300 CE,4/19/1940,4/19/1940,,,discovery,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Moffat County, CO, Castle Park, Yampa Canyon, Mantle's Cave",discovery,05MF0001,other (site number),University of Colorado Boulder Museum of Natural History,horn (animal material),medium,aat,300011826,,,,,,,,,drilling (process),aat,300053151,,Fremont,aat,300016927,Sheep's horn shaft from Dart Maker's kit. The horn has a circle drilled into it near its point. The previous inventory identified this object as a wrench.,,,,,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094803,,musm_natHist_a_06169.jpg|musm_natHist_a_06169.jpg
musm_natHist_a_6189,The 3D Natural History Digital Collection,6189,A153,,blades (tool and equipment components,aat,300024917,,,,blade,descriptive,University of Colorado Boulder Museum of Natural History,,,,,,,,,,,0600/1300,600,1300,creation,600-1300 CE,1/4/1940,1/4/1940,,,discovery,,,Anthropology,descriptiveTopic,lcsh,sh 85005581,"Moffat County, CO, Castle Park, Yampa Canyon, Mantle's Cave",discovery,05MF0001,other (site number),University of Colorado Boulder Museum of Natural History,quartzite,medium,aat,300011623,,,,,,,,,,,,,Fremont,aat,300016927,Long blade knife.,3D print file of blade,relatedTo,musm_natHist_a_06189.stl,<a href='http://ucblibraries.colorado.edu/systems/digitalinitiatives/print/musm_natHist_a_06189.stl'>Download 3D print file</a>,"The copyright and related rights status of this Item has been reviewed by the organization that has made the Item available, but the organization was unable to make a conclusive determination as to the copyright status of the Item. Please refer to the organization that has made the Item available for more information. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. http://rightsstatements.org/vocab/UND/1.0/",,"Mulcrone, Patrick",personal,scanning technician,digital image,,,,,,,,,,,,,,,,,1094835,,musm_natHist_a_06189.jpg
